"ORDER_ID","ORDER_STATUS","STATUS_TIME"
"2236735",packed,2019-06-10 12:58:07
"2236650",in_dispatch_buffer,2019-06-10 12:58:13
"2236650",packed,2019-06-10 12:59:26
"2236774",in_progress,2019-06-10 13:01:27
"2236555",in_dispatch_buffer,2019-06-10 13:04:08
"2235944",started_dispatch,2019-06-10 13:04:40
"2236555",packed,2019-06-10 13:05:06
"2236774",in_progress,2019-06-10 13:07:25
"2236777",in_progress,2019-06-10 13:10:00
"2236777",picked,2019-06-10 13:10:00
"2238136",in_progress,2019-06-10 13:12:27
"2235944",in_dispatch_buffer,2019-06-10 13:12:28
"2235944",packed,2019-06-10 13:13:17
"2237353",in_progress,2019-06-10 13:13:20
"2237354",in_progress,2019-06-10 13:13:35
"2237364",in_progress,2019-06-10 13:16:16
"2237365",in_progress,2019-06-10 13:16:31
"2237387",in_progress,2019-06-10 13:16:36
"2237393",in_progress,2019-06-10 13:16:55
"2235997",in_progress,2019-06-10 13:21:28
"2235997",in_progress,2019-06-10 13:21:46
"2237353",picked,2019-06-10 13:22:45
"2237387",picked,2019-06-10 13:23:10
"2237364",picked,2019-06-10 13:23:30
"2237353",started_dispatch,2019-06-10 13:24:32
"2236626",picked,2019-06-10 13:26:57
"2235978",picked,2019-06-10 13:28:15
"2239004",in_progress,2019-06-10 13:28:27
"2236774",picked,2019-06-10 13:28:41
"2236626",started_dispatch,2019-06-10 13:28:42
"2235978",started_dispatch,2019-06-10 13:28:57
"2237397",in_progress,2019-06-10 13:29:27
"2237438",in_progress,2019-06-10 13:29:32
"2237365",picked,2019-06-10 13:29:58
"2237445",in_progress,2019-06-10 13:40:38
"2236626",in_dispatch_buffer,2019-06-10 13:46:46
"2237365",started_dispatch,2019-06-10 13:46:47
"2237353",in_dispatch_buffer,2019-06-10 13:47:00
"2237491",in_progress,2019-06-10 13:49:52
"2237499",in_progress,2019-06-10 13:49:57
"2235997",picked,2019-06-10 13:50:06
"2237506",in_progress,2019-06-10 13:50:13
"2237513",in_progress,2019-06-10 13:50:16
"2237527",in_progress,2019-06-10 13:52:27
"2235978",in_dispatch_buffer,2019-06-10 13:53:10
"2235997",started_dispatch,2019-06-10 13:53:12
"2237743",in_progress,2019-06-10 13:55:28
